3.000000000000000000e+05,8.940312660137390566e-01,6.964132134591829448e-01,8.856067388264960982e-01,5.262854664475814515e-01,7.804701522708948902e-01,8.341727390138016229e-01,3.502051045701589649e-01,1.695382024601782556e-01,9.549649294439610525e-02,3.992281399120624075e-01,8.353992535743833825e-01,3.648170339767999870e-01,9.522695965000559370e-01,6.342069868382964604e-01,3.804248176157351002e-01,7.518224119438381425e-01,6.754723828242756856e-01,7.226514310048661738e-01,1.950382878000140874e-01,9.701664864287629086e-01
3.000010000000000000e+05,7.967495677227820483e-01,7.330424844649107152e-01,9.637859616074813118e-01,2.339052006492982061e-01,9.865987274469557589e-01,2.448419042211675833e-01,1.221284953276535745e-02,9.275194339582653047e-01,2.191790446060108977e-01,9.920565857417299460e-01,4.043807003381655329e-01,8.670608348339006177e-01,2.687279116900014309e-01,6.359099010548808772e-01,2.374321671024599567e-01,6.459975875781077681e-01,2.237969200595295582e-01,7.297904685306195738e-01,2.574438139623788091e-01,9.752371382940909772e-01
3.000020000000000000e+05,7.137527701467981656e-01,1.206680375356933288e-01,6.572131516613195501e-01,3.342286906971360105e-01,4.745472940546894280e-01,9.948580625415519574e-01,5.862492380995343311e-03,7.039770405390533003e-02,3.292840511263984693e-01,8.001235525556488204e-01,3.667791247430310930e-01,4.518715695021082723e-01,6.212433288039979074e-01,4.133119626790785484e-01,3.388240070399128889e-01,4.378369948679811108e-01,7.312824418040305696e-01,2.088544653701491782e-01,5.300161427145010373e-01,2.866233907796694735e-01
3.000030000000000000e+05,3.227079973685870184e-01,2.572650402476589493e-01,1.472707492478043667e-01,3.476745969091403765e-01,4.497837456173242598e-01,5.849874763643095887e-01,4.364120908254934816e-01,7.901128816127758192e-01,8.240923926036598512e-01,7.851694745417461263e-01,2.362852982490337705e-02,4.338255085177552539e-01,3.806534182929541821e-01,4.994673842025785238e-01,3.358673137942197462e-01,3.592124050051520578e-01,6.342153585770806679e-01,3.310168512695608189e-01,4.058397519554285404e-01,9.813387677329689085e-01
3.000040000000000000e+05,2.327618575220113950e-01,7.714644727485664433e-02,9.269930363770665371e-01,6.393986262569930634e-01,4.980601451838251315e-02,2.725454887837804874e-01,8.474279647170498420e-01,3.217300498773555395e-01,5.714492079957838033e-01,4.528452128419721001e-01,2.518096287797639832e-01,1.580156927351924478e-01,4.094991965585446092e-01,5.175171479250029183e-01,5.804562663266747968e-01,4.216325512680978438e-01,2.690588853062307884e-01,8.902149921669564314e-01,9.670984150296979553e-02,2.275356164515202062e-01
3.000050000000000000e+05,6.622796312974075228e-01,7.294210304738492079e-01,1.865496866270145437e-01,5.764276577478645303e-01,5.533368271416498896e-01,4.553603987601209102e-01,3.157799621681922631e-02,1.523104318379359112e-01,9.478133425111261445e-01,6.478545768575459940e-01,6.677938456571317349e-01,6.500644045528369830e-01,9.679018410811447426e-01,7.146774310057997237e-01,4.959351862144236733e-01,2.136902101760034256e-01,1.699920944052594196e-01,1.982965009875546913e-01,1.562508997667233501e-02,6.173955536695717727e-01
3.000060000000000000e+05,4.920970188015313385e-01,1.772904997414084249e-01,7.441243350608262030e-02,4.332906264618224812e-01,6.304430877092522811e-01,8.332647373585385653e-01,4.672591900135666387e-01,4.205579947386716144e-01,4.754190009597598632e-01,1.970675064843681046e-01,4.625970085619534045e-01,5.237738347771281333e-01,9.615751016295922549e-01,2.147678515964847046e-01,4.223673690496183575e-01,2.236282159871916253e-02,9.486283841582746623e-01,1.632332178436337600e-01,2.001558340155286109e-01,5.666921123593727794e-01
3.000070000000000000e+05,7.112309714943285677e-01,1.728187395947352600e-01,5.354935221889945973e-01,5.526690996934592315e-01,5.488636870176066829e-02,2.284116201550694392e-01,6.684061904859590619e-01,6.749932258650139794e-01,8.424110997969841419e-01,1.079205667832550120e-02,4.638660146753491587e-01,5.016541426973181172e-01,1.008928960028329103e-01,8.421238530704697745e-01,6.138142844213811955e-02,1.431151563060253373e-01,6.704785045955050649e-01,6.212574679642340891e-01,6.092102879728911180e-02,1.735963324911269368e-01
3.000080000000000000e+05,4.734581234596920707e-01,4.528113873796879574e-02,8.994293918475328997e-01,9.140963434806189669e-01,1.887337577089353013e-01,9.758774075552028027e-01,3.829439025267493690e-01,5.850469078783234744e-01,7.629721471520027887e-01,4.429457094722576427e-01,9.750359256349985237e-01,9.318621379366009982e-01,9.060199832136536235e-01,5.283077489583767328e-01,5.021307041921327929e-01,7.414607889744564417e-01,6.096036700062591462e-01,3.089428557262596797e-02,7.165937673179045841e-01,2.465143525271050740e-01
3.000090000000000000e+05,6.961090828394322916e-02,1.695001578721344604e-02,8.844059331847309302e-01,2.493172031051846815e-01,5.508691666420901800e-01,8.628131462873359636e-01,2.193663136298686922e-01,4.063364832907566671e-01,4.658382006095612704e-01,6.611185583104207675e-01,8.082308181696022942e-01,8.456124815186520927e-01,7.587851867067474387e-01,3.027853765567875000e-01,5.371165350123280335e-01,1.835421543496651431e-02,5.215908352521886338e-01,8.716715656342751695e-01,5.319361535273771091e-01,8.761434628635652588e-01
