1.300000000000000000e+05,7.668359316813103677e-01,1.338033808119292845e+00,2.260604942931796479e+00,7.596333844369018706e-01,4.503446920265895770e+00,1.988082841780490329e+00,6.312037799253594983e+00,5.228879435752536331e+00,7.332765143771679206e+00,2.184142524539678387e+00,7.126688705105345134e-01,4.260873934867206891e+00,5.115353941044820552e+00,1.427935374113683098e+00,6.981869816116222260e+00,4.682873140080900498e+00,3.488945850923190317e+00,3.063258901185702321e+00,8.124250888674197313e+00,9.945134779889192700e+00
1.300010000000000000e+05,3.553630957841592553e-01,4.014394165600201347e-01,5.238794950183379706e-01,3.614852567281491069e+00,2.904466724284707979e+00,2.283762576966510416e+00,2.811660513799961736e-01,1.494694503067588442e-01,4.953909911045933923e-01,8.968967200231853454e+00,7.075766419365445259e+00,1.072428799987565817e+01,1.085670708067493528e+01,8.688778660036120982e+00,7.531028190670875588e+00,2.915117485803744302e-01,1.347839208086196727e+00,3.057498033999298315e+00,8.468219427414903633e-01,9.353094211615628595e+00
1.300020000000000000e+05,4.343149107132823206e-01,2.834561228160974444e-01,1.966924102674051822e+00,1.499346211332973411e+00,3.645506218530490727e+00,8.128312701362454540e-01,4.131141274664527074e+00,5.289367216567951502e+00,3.338541725935237459e+00,4.517966936180870974e+00,4.152208835079743698e-01,8.497897268053010933e+00,1.055250641433310044e+01,5.520809697426695806e+00,8.419076421764604135e+00,1.206840667283658775e+01,1.118678061388658129e+01,1.773477208765168456e+00,1.105673264922867816e+01,5.927145962991340333e+00
1.300030000000000000e+05,7.923439841814198248e-01,1.306464038973417896e+00,2.917182377615854527e-01,3.189618688758122822e+00,2.179921302712413578e+00,5.172434094361496371e+00,1.725457294747971382e+00,4.334187802180662352e+00,7.382588366502429444e+00,5.891076531452565934e-01,8.789373143199600946e+00,4.587636618281346834e+00,3.889554551759586420e+00,7.969552787039013708e-02,5.635214418819743720e+00,1.215943419977011608e+01,1.320572729791557265e+01,1.008988039042028539e+01,1.526370183033854211e+01,1.676712296523255041e+00
1.300040000000000000e+05,2.062372360469306720e-01,1.281780609879298316e+00,2.350837459588543510e+00,4.998704332869965405e-01,4.800953281627633018e+00,4.261875432479603987e+00,3.045932377936795277e+00,1.947207273693279284e+00,4.358653202001089966e+00,4.344876333604506868e+00,7.861053292272411674e+00,9.576985568410183447e+00,1.180759455507284628e+01,7.471850450389023734e+00,3.405331215829476399e+00,1.522854477655556416e+01,1.565924237155619636e+01,1.577582060550326659e+01,5.269858168369449203e+00,4.660109821897289173e+00
1.300050000000000000e+05,4.501916717497961296e-01,5.246443591850202814e-01,8.483643504918526590e-01,8.818948222078981658e-01,2.975488737399237138e+00,2.898477177592232223e+00,6.398854280541582895e+00,6.437090266572645270e+00,5.422245163403903057e+00,4.408143878644513514e+00,9.771350213600833001e+00,3.687352045897624553e+00,1.225219085652976325e+01,5.790812001550732724e+00,4.534723154275723367e+00,2.122072525615871896e+00,1.245845907972547373e+01,6.299829308542173933e+00,8.155874653174548072e+00,6.566867102646058996e+00
1.300060000000000000e+05,9.345679051959618899e-01,1.485766201597719549e+00,2.358069666170846013e+00,3.099705853657120702e+00,3.528170678768412394e+00,9.531189153023587046e-01,2.432905816911968166e+00,2.829987707795571517e+00,2.778707214375093493e+00,8.538081759947242944e+00,8.322775195235893042e-01,6.161652820507059758e+00,6.201023721722252802e+00,4.733113127493786543e-01,8.990077485839112370e+00,8.617252631805694563e+00,3.787227268936355085e-01,1.616272593505483357e-01,5.000220773838175425e+00,8.523782140856702938e+00
1.300070000000000000e+05,9.787802567573389290e-03,1.837443255457974489e+00,1.865974222837296637e+00,3.037688326752585599e+00,4.040798015507554908e+00,2.650220305972850632e+00,4.274884173321511938e+00,3.469330333409475386e+00,5.530655546171887593e+00,1.766152868394964548e+00,1.011679331341889387e+01,4.025351957325684182e+00,1.683663406367132964e+00,2.742251029496857839e+00,1.593523787386345036e+00,1.575479717797877655e+01,3.932629502516353792e+00,6.419271142992146295e+00,1.100906358116374584e+01,1.452348800154447162e+01
1.300080000000000000e+05,7.783608811164782759e-01,1.752366576016596511e+00,2.173421442735579134e+00,2.907454937025629516e+00,2.723105313550094664e+00,5.006834239289576161e+00,1.865735904682127799e+00,5.507621235438524998e+00,4.137069330950154944e-01,6.705743798654088650e+00,9.152581881554993082e-01,8.722079340158863658e+00,1.523070367388442925e+00,8.040556527692533706e+00,1.243940560917868865e+01,1.598296861125314550e+01,9.553910306225027682e+00,1.100821423854382886e+01,4.429700065899577766e+00,2.076249623794017563e+00
1.300090000000000000e+05,5.438880849270267825e-01,1.012022038631993803e+00,2.658168199394618902e+00,2.801674456507170508e+00,3.149359328413205539e+00,5.402968884770126046e+00,1.195030885795170805e-01,6.788877503158692761e+00,2.424400061355600045e+00,9.399558790859249058e+00,6.701739277959335439e+00,8.405539539874636645e+00,1.129382444758406656e+01,3.201052034280049252e+00,4.725595349714048155e+00,8.112730785421760515e+00,1.000711477455006282e+01,1.086927476771088052e+01,5.300959438091941145e+00,1.059749444464703316e+01
1.300100000000000000e+05,5.962203389424910460e-01,1.425851109325730892e-01,1.356835169032701405e+00,3.176402561421346249e+00,1.222194442544433102e+00,5.136228567355231256e+00,2.283484773297551396e+00,5.962558883543291444e+00,6.854672978005373452e+00,3.583977665026139015e-01,1.672528447873578017e-01,1.140770500886840999e+01,8.183401983959226911e+00,1.264340968148820243e+00,2.690767423022921268e+00,1.457532150854321529e+01,1.408046610068707238e+01,1.342049286036254330e+01,1.574163787989083474e+01,9.891118392461928366e-02
1.300110000000000000e+05,6.852433368185650853e-01,3.514508573954220338e-01,1.553344183323327465e+00,1.143772299203431597e+00,4.267510584993832623e+00,5.656601371359663233e+00,2.403146757103457265e+00,5.324375370631912574e+00,2.716389005919897848e+00,8.052204750030215408e+00,3.241219229483155218e+00,1.021192346547174168e+01,9.209100491004242883e+00,9.082548584900134614e+00,3.007511782233973641e-01,1.299190749857634941e+00,1.099430997477359995e+01,1.188316087266717247e+01,1.169544944655718233e+00,3.683939927322490426e+00
1.300120000000000000e+05,1.656903024362038623e-01,9.991506044301832201e-01,2.816143007480173210e+00,2.851557207881010303e+00,2.536195628896393384e+00,2.424832490643286320e+00,4.556779445250315419e+00,5.391669805989070419e+00,1.575978979929240076e+00,1.098071685402411957e+00,8.136490692224150223e+00,1.549285396679723537e+00,1.761021706035574397e+00,1.213411686076354634e+01,1.294261666577409464e+01,9.087698327127640141e+00,8.325432160368034795e-01,1.190713955109479016e+01,3.058935971557026345e+00,1.235736135744782160e+01
1.300130000000000000e+05,3.920680294149911926e-01,1.840292783828633150e+00,1.586889893587983158e+00,1.102867616817547525e+00,2.688220641093186369e-01,4.896319470647394922e+00,2.616804866446954314e+00,4.251799843620354125e-01,3.360319516402106910e+00,1.389810987469195513e+00,1.058651308956225812e+01,2.299531987763385299e+00,4.183292406282969722e+00,9.598624441399056906e+00,6.188415107676118687e+00,7.823499608076591727e+00,2.709994738925514124e+00,6.792928367471992246e+00,3.673360249829147328e+00,1.487033238255840040e+01
1.300140000000000000e+05,6.290077102573088386e-02,9.358480685056713710e-02,8.752520813067774519e-01,6.425551955850301589e-01,3.534311596692330859e+00,5.984824384036065759e+00,1.751289778895143145e+00,6.809752300950857595e+00,3.711173292549181379e+00,1.032503319420657872e+00,7.679692197433075407e+00,4.094136161925527873e+00,2.226405133521579316e+00,1.087234966775637091e+01,1.279479293255413630e+01,5.932183456394094279e+00,3.497113951259557041e+00,4.132894171976019493e+00,1.423181668754338247e+01,3.060774739092197994e+00
1.300150000000000000e+05,4.505445136256275296e-01,1.928476741211469614e+00,4.527789773140500351e-02,3.376465682337439045e+00,3.840604044204148693e+00,3.757670256859626967e+00,5.118801365691832750e+00,2.599939900229825795e+00,5.707138891619282006e+00,7.191643324371836066e+00,9.757399045320138242e+00,2.636736103562545619e+00,4.919739126753018610e+00,1.269864461727733662e+01,4.337648982916365803e+00,7.966633836596951568e+00,7.651404597729297707e-01,4.514127626880597433e+00,8.075042376724031357e+00,2.615502201895869572e+00
1.300160000000000000e+05,2.115360086463686784e-01,1.033591686606441629e+00,1.445968479565338916e+00,3.666448271199052922e+00,2.153789056833406157e+00,5.252137554797045027e+00,1.748573037554227882e+00,1.038660432264215672e-01,1.317534680618264176e+00,1.560628351668512659e+00,3.020468300098109626e+00,1.161984885515987287e+01,7.827738838335825733e+00,1.392152822671579848e+01,8.252582501832620210e+00,1.311302270060194886e+01,8.035237669941901473e+00,6.380547452905038774e-02,7.084591359209180261e+00,7.873875475029197268e+00
1.300170000000000000e+05,8.843077874755500556e-01,8.037483111376815259e-01,8.430621727529347131e-01,7.351092452936835997e-01,2.207209701064148710e+00,1.970847665515435443e+00,2.720805881326125331e+00,7.107532564881531734e+00,5.667489152352108484e+00,1.103683260426189250e+00,1.410108297426112545e+00,2.703651260079055429e+00,8.042231361470726370e+00,4.803951490344711139e+00,5.351733557814698727e+00,1.014272215072226935e+01,6.967950635030733864e+00,8.067233255165822570e+00,1.218263844418433450e+01,1.677742037685415610e+01
1.300180000000000000e+05,1.952844691806461253e-01,3.428706899169855493e-01,2.765540122287388769e+00,3.237673594176051051e+00,2.450558814190806345e-01,5.092777888609065773e-01,3.242453463828738336e-01,1.106793734421547271e-01,1.466785811926319072e+00,3.924795749295379999e+00,4.215679001338920706e+00,8.660823235508262385e+00,5.971808122445045441e+00,8.225316889581314683e+00,3.158094090218051875e+00,5.398383306812098326e+00,1.912339758957576130e+00,1.515791888250213582e+01,5.633094987005771159e+00,4.294452269251925358e+00
1.300190000000000000e+05,7.683264052516964870e-01,5.799603906651760177e-01,1.041954770766151839e+00,1.630942060191088672e+00,2.993468975287048028e+00,4.340172785303269443e+00,2.412167771298751706e+00,5.698193800552432187e+00,7.468317183823650396e+00,2.074010277315548656e+00,6.858133461789459595e+00,1.196260428100087481e+01,4.396249394452643067e+00,1.191328733914649618e+01,3.393216017658746697e+00,7.201330629108809944e+00,1.326260924955158949e+01,9.279541178451756522e+00,1.414436992716770902e+01,1.280221934693335051e+01
1.300200000000000000e+05,9.849031732519807347e-01,4.600472503316610506e-02,1.849679856762234564e+00,2.512088301672333213e+00,2.251553218719693383e+00,4.163341285911275058e+00,6.010958999768400091e+00,6.968947105655071361e+00,5.146595512335684575e+00,8.376216932565599294e+00,4.370838221401282198e+00,1.001739890143087663e+01,3.850244493759627407e+00,4.420886728797493781e+00,7.200848528937375370e+00,4.439746153854162714e-01,1.030763442488508819e+00,2.782574055919879719e+00,1.159962767705364506e+01,6.636743669536794954e+00
