ID, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18
3.000000000000000000e+04, 2163, 1644, 1260, 927, 690, 641, 470, 338, 240, 168, 114, 75, 49, 36, 22, 12, 6, 2, 0
3.000100000000000000e+04, 262, 201, 201, 201, 558, 558, 403, 201, 201, 167, 107, 75, 48, 30, 16, 8, 4, 1, 0
3.000200000000000000e+04, 365, 128, 184, 128, 87, 184, 128, 128, 184, 128, 87, 59, 43, 33, 19, 10, 4, 1, 0
3.000300000000000000e+04, 388, 388, 194, 146, 98, 98, 146, 146, 98, 146, 98, 68, 57, 36, 22, 12, 6, 2, 0
3.000400000000000000e+04, 0, 36, 22, 12, 127, 86, 57, 36, 258, 182, 127, 86, 57, 36, 22, 12, 6, 2, 0
3.000500000000000000e+04, 8, 3, 94, 240, 182, 127, 86, 57, 36, 22, 12, 6, 57, 36, 22, 12, 6, 2, 0
3.000600000000000000e+04, 3, 6, 2, 537, 404, 288, 404, 288, 201, 145, 127, 86, 57, 36, 22, 12, 6, 2, 0
3.000700000000000000e+04, 1, 36, 22, 22, 12, 667, 492, 358, 258, 182, 127, 86, 57, 36, 22, 12, 6, 2, 0
3.000800000000000000e+04, 14, 10, 6, 2, 6, 2, 127, 86, 57, 36, 22, 86, 57, 36, 22, 12, 6, 2, 0
3.000900000000000000e+04, 3, 37, 29, 57, 36, 57, 36, 22, 12, 182, 127, 86, 57, 36, 22, 12, 6, 2, 0
3.001000000000000000e+04, 7, 4, 2, 277, 200, 138, 92, 60, 37, 86, 57, 36, 22, 12, 6, 12, 6, 2, 0
3.001100000000000000e+04, 61, 75, 75, 16, 75, 16, 16, 16, 16, 29, 16, 10, 4, 1, 0, 10, 4, 1, 0
3.001200000000000000e+04, 8, 26, 19, 367, 889, 653, 485, 346, 252, 172, 122, 78, 53, 30, 19, 10, 4, 1, 0
3.001300000000000000e+04, 4, 1, 0, 182, 127, 86, 492, 358, 258, 182, 127, 86, 57, 36, 22, 12, 6, 2, 0
3.001400000000000000e+04, 1, 15, 7, 6, 22, 667, 492, 358, 258, 182, 127, 86, 57, 36, 22, 12, 6, 2, 0
